"Standardized_names","provinces","n.provinces","population.total","area.total","density"
"Larix decidua","BJ, HE, JS, JX, LN, TW, ZJ",7,34876,76.3,457.09043250327653
"Larix decidua var. polonica","JS",1,8250,10,825
"Larix gmelinii var. japonica","JX",1,4496.5,17,264.5
"Larix kaempferi","BJ, FJ, GD, HB, HL, JL, JS, JX, LN, NM, SC, TW, ZJ",13,65697,338.3029,194.19579317824352
"Larix laricina","TW",1,2339,3.6,649.7222222222222
"Larix occidentalis","BJ, TW",2,4445.5,5.3,838.7735849056604
"Larix × eurolepis","BJ",1,2106.5,1.7,1239.1176470588236
"Larnax parviflora","JS",1,8250,10,825
"Larryleachia cactiformis","FJ, SH, TW",3,8733.5,16.234,537.9758531477146
"Lasimorpha senegalensis","FJ",1,3972.5,12,331.0416666666667
"Lasiocereus fulvus","BJ",1,2106.5,1.7,1239.1176470588236
"Lasiocereus rupicola","BJ",1,2106.5,1.7,1239.1176470588236
"Latania loddigesii","BJ, FJ, GD, HI, JX, TW, YN",7,30288,94.7029,319.8212515139452
"Latania lontaroides","BJ, FJ, GD, HI, JX, SC, SH, TW, YN",9,40927.5,144.33690000000001,283.5553486322624
"Latania verschaffeltii","BJ, FJ, GD, HI, JX, SC, SH, TW, YN",9,40927.5,144.33690000000001,283.5553486322624
"Lathyrus aphaca","TW",1,2339,3.6,649.7222222222222
"Lathyrus grandiflorus","TW",1,2339,3.6,649.7222222222222
"Lathyrus latifolius","BJ, JS, TW, ZJ",4,18714.5,25.3,739.703557312253
"Lathyrus nervosus","TW",1,2339,3.6,649.7222222222222
"Lathyrus odoratus","BJ, FJ, JS, JX, TW, XJ, YN, ZJ",8,34262,259.3,132.13266486694948
"Lathyrus pusillus","JS",1,8250,10,825
"Lathyrus sativus","XJ",1,2407.5,166,14.50301204819277
"Lathyrus sylvestris","JS, ZJ",2,14269,20,713.45
"Lathyrus tingitanus","NM, TW",2,4775.5,121.6,39.272203947368425
"Lathyrus vernus","JS",1,8250,10,825
"Laurus nobilis","BJ, CQ, FJ, GD, GX, HB, JS, SN, TW, YN, ZJ",11,56635.5,166.5029,340.14722866688805
"Lavandula angustifolia","BJ, FJ, GD, GZ, HB, HI, HL, JS, JX, SH, SN, TW, XJ, YN, ZJ",15,66169.5,385.3369,171.71856627278623
"Lavandula bipinnata","BJ",1,2106.5,1.7,1239.1176470588236
"Lavandula dentata","GD, YN",2,16422.5,57.0029,288.0993774000972
"Lavandula latifolia","TW",1,2339,3.6,649.7222222222222
"Lavandula multifida","FJ, JS, TW",3,14561.5,25.6,568.80859375
"Lavandula pedunculata","GD, GX, HL, TW",4,22404,91.6029,244.5774096671612
"Lavandula pedunculata subsp. lusitanica","BJ",1,2106.5,1.7,1239.1176470588236
"Lavandula pinnata","FJ, GD, SC, ZJ",4,29960.5,89.0029,336.6238628179531
"Lavandula stoechas","SH, TW, ZJ",3,10780,14.234,757.3415765069552
"Lavandula stoechas subsp. luisieri","BJ",1,2106.5,1.7,1239.1176470588236
"Lavandula × intermedia","SH, TW",2,4761,4.234,1124.4685876239962
"Lavatera olbia","SH, TW",2,4761,4.234,1124.4685876239962
"Lavatera thuringiaca","YN",1,4671,39,119.76923076923077
"Lavatera trimestris","BJ, TW, YN",3,9116.5,44.3,205.79006772009032
"Lavatera × clementii","SH",1,2422,0.634,3820.1892744479496
"Lavrania picta","TW",1,2339,3.6,649.7222222222222
"Lawrencia helmsii","TW",1,2339,3.6,649.7222222222222
"Lawsonia inermis","FJ, GD, HI, JX, TW, YN, ZJ",7,34200.5,103.0029,332.0343407806965
"Layia chrysanthemoides","BJ",1,2106.5,1.7,1239.1176470588236
"Layia platyglossa","TW",1,2339,3.6,649.7222222222222
"Leavenworthia exigua","JS",1,8250,10,825
"Lecanopteris pumila","TW",1,2339,3.6,649.7222222222222
"Lechea tripetala","JS",1,8250,10,825
"Lecythis pisonis","YN",1,4671,39,119.76923076923077
"Lecythis zabucajo","TW",1,2339,3.6,649.7222222222222
"Ledebouria floribunda","BJ",1,2106.5,1.7,1239.1176470588236
"Ledebouria galpinii","SH",1,2422,0.634,3820.1892744479496
"Ledebouria socialis","BJ, FJ, GD, HB, JX, TW, YN",7,35089.5,110.3029,318.11946920706526
"Leea aculeata","YN",1,4671,39,119.76923076923077
"Lembotropis nigricans","JS, SH, TW, ZJ",4,19030,24.234,785.2603779813485
"Lens culinaris","BJ, GS, HB, NM, NX, QH, SC, SN, SX, TW, XJ, YN",12,39108,554.9,70.47756352495945
"Leochilus oncidioides","BJ, TW",2,4445.5,5.3,838.7735849056604
"Leonotis leonurus","TW, ZJ",2,8358,13.6,614.5588235294118
"Leonotis nepetifolia","JS",1,8250,10,825
"Leonotis ocymifolia","TW",1,2339,3.6,649.7222222222222
"Leontopodium hayachinense","GD",1,11751.5,18.0029,652.7559448755478
"Leonurus cardiaca","JS, SH",2,10672,10.634,1003.5734436712431
"Lepidium appelianum","XJ",1,2407.5,166,14.50301204819277
"Lepidium coronopus","JS",1,8250,10,825
"Lepidium densiflorum","BJ",1,2106.5,1.7,1239.1176470588236
"Lepidium didymum","FJ, GD, JS, JX, ZJ",5,34489.5,67.0029,514.7463766493689
"Lepidium meyenii","TW, YN",2,7010,42.6,164.55399061032864
"Lepidium sativum","JL, TW",2,4901,22.6,216.858407079646
"Lepidium virginicum","FJ, GX, HB, JS, JX, ZJ",6,33327.5,92,362.2554347826087
"Lepidorrhachis mooreana","FJ",1,3972.5,12,331.0416666666667
"Lepidozamia peroffskyana","BJ, FJ, GD, JX",4,22327,48.7029,458.4326600674703
"Lepisanthes alata","YN",1,4671,39,119.76923076923077
"Lepisanthes fruticosa","YN",1,4671,39,119.76923076923077
"Lepismium anceps","TW",1,2339,3.6,649.7222222222222
"Lepismium cruciforme","BJ, JS, TW",3,12695.5,15.3,829.7712418300653
"Lepismium houlletianum","BJ, FJ, GD, JS, TW",5,28419.5,45.3029,627.3218712267868
"Lepismium lumbricoides","TW",1,2339,3.6,649.7222222222222
"Lepismium micranthum","TW",1,2339,3.6,649.7222222222222
"Lepismium warmingianum","BJ, FJ, TW",3,8418,17.3,486.5895953757225
"Leptinella dioica","TW",1,2339,3.6,649.7222222222222
"Leptochloa mucronata","JX",1,4496.5,17,264.5
"Leptochloa panicea","FJ, GX, HB, SC, YN",5,27450.5,143,191.96153846153845
"Leptosolena haenkei","GD",1,11751.5,18.0029,652.7559448755478
"Leptospermum brachyandrum","GD",1,11751.5,18.0029,652.7559448755478
"Leptospermum grandiflorum","ZJ",1,6019,10,601.9
"Leptospermum laevigatum","BJ",1,2106.5,1.7,1239.1176470588236
"Leptospermum lanigerum","TW, ZJ",2,8358,13.6,614.5588235294118
"Leptospermum petersonii","GD, JS",2,20001.5,28.0029,714.2653082359327
"Leptospermum polygalifolium","TW, YN, ZJ",3,13029,52.6,247.6996197718631
"Leptospermum polygalifolium subsp. cismontanum","ZJ",1,6019,10,601.9
"Leptospermum rotundifolium","TW",1,2339,3.6,649.7222222222222
"Leptospermum rupestre","TW",1,2339,3.6,649.7222222222222
"Leptospermum scoparium","FJ, TW, ZJ",3,12330.5,25.6,481.66015625
"Leptospermum spectabile","TW",1,2339,3.6,649.7222222222222
"Leptotes bicolor","BJ, SH, TW",3,6867.5,5.934,1157.313784967981
"Leucadendron argenteum","TW",1,2339,3.6,649.7222222222222
"Leucaena leucocephala","FJ, GD, GX, GZ, HB, HI, JS, JX, SC, SH, TW, YN, ZJ",13,67373.5,223.6369,301.2628953450884
"Leucaena pulverulenta","FJ",1,3972.5,12,331.0416666666667
"Leucaena trichodes","ZJ",1,6019,10,601.9
"Leucanthemum atratum","JS",1,8250,10,825
"Leucanthemum maximum","BJ, FJ, JS, LN, TW, YN, ZJ",7,31675,91.3,346.9331872946331
"Leucanthemum monspeliense","JS",1,8250,10,825
"Leucanthemum vulgare","BJ, FJ, JS, JX, SC, TW, XJ, ZJ",8,37808.5,269.3,140.3954697363535
"Leucanthemum × superbum","BJ, TW",2,4445.5,5.3,838.7735849056604
"Leuchtenbergia principis","BJ, FJ, GD, HB, JX, SH, TW, ZJ",8,38859.5,81.9369,474.2612913107526
"Leucocoryne ixioides","TW",1,2339,3.6,649.7222222222222
"Leucojum aestivum","BJ, FJ, HB, SN, TW, YN, ZJ",7,28720.5,106.3,270.18344308560677
"Leucojum vernum","SN, YN",2,8531,60,142.18333333333334
"Leucophyllum frutescens","FJ, GD, SH, YN",4,22817,69.6369,327.6567452026153
"Leucophyta brownii","GD, TW",2,14090.5,21.6029,652.25039230844
"Leucospermum cordifolium","TW",1,2339,3.6,649.7222222222222
"Leucospora multifida","GD",1,11751.5,18.0029,652.7559448755478
"Leucothoe axillaris","SH",1,2422,0.634,3820.1892744479496
"Leucothoe fontanesiana","SH, TW, ZJ",3,10780,14.234,757.3415765069552
"Leucothoe keiskei","SH",1,2422,0.634,3820.1892744479496
"Leucothrinax morrisii","FJ, YN",2,8643.5,51,169.48039215686273
"Levisticum officinale","BJ, HL, SN, TW, YN",5,16453,111.3,147.82569631626237
"Lewisia cotyledon","TW",1,2339,3.6,649.7222222222222
"Liatris reticulata","JS",1,8250,10,825
"Liatris spicata","BJ, FJ, HL, JS, JX, LN, SC, SH, TW, YN, ZJ",11,50287.5,203.934,246.5871311306599
"Libertia chilensis","YN, ZJ",2,10690,49,218.16326530612244
"Libertia grandiflora","YN",1,4671,39,119.76923076923077
"Libertia peregrinans","SH",1,2422,0.634,3820.1892744479496
"Libidibia paraguariensis","YN",1,4671,39,119.76923076923077
"Licuala densiflora","GD",1,11751.5,18.0029,652.7559448755478
"Licuala ferruginea","GD, YN",2,16422.5,57.0029,288.0993774000972
"Licuala flabellum","GD",1,11751.5,18.0029,652.7559448755478
"Licuala glabra","YN",1,4671,39,119.76923076923077
"Licuala grandis","BJ, FJ, GD, HI, JX, SH, TW, YN",8,32710,95.3369,343.09905188861813
"Licuala lauterbachii","GD, YN",2,16422.5,57.0029,288.0993774000972
"Licuala mattanensis","GD, YN",2,16422.5,57.0029,288.0993774000972
"Licuala orbicularis","FJ, GD, TW, YN",4,22734,72.6029,313.1279880004793
"Licuala peltata","FJ, GX, YN",3,13480.5,75,179.74
"Licuala pumila","GD",1,11751.5,18.0029,652.7559448755478
"Licuala radula","YN",1,4671,39,119.76923076923077
"Licuala ramsayi","FJ, GD, YN",3,20395,69.0029,295.5672877516742
"Licuala robinsoniana","GD, SH, TW, YN",4,21183.5,61.2369,345.92704725418827
"Licuala sarawakensis","FJ, TW, YN",3,10982.5,54.6,201.14468864468864
"Licuala scortechinii","YN",1,4671,39,119.76923076923077
"Licuala triphylla","GD, YN",2,16422.5,57.0029,288.0993774000972
"Liebigia speciosa","TW",1,2339,3.6,649.7222222222222
"Ligularia yoshizoeana","BJ",1,2106.5,1.7,1239.1176470588236
"Ligustrum ibota","BJ, JS, ZJ",3,16375.5,21.7,754.63133640553
"Ligustrum ovalifolium","BJ, FJ, HB, HI, SC, SH, TW, YN, ZJ",9,36451,138.334,263.4999349400726
"Ligustrum robustum subsp. walkeri","BJ, TW",2,4445.5,5.3,838.7735849056604
"Ligustrum tschonoskii","ZJ",1,6019,10,601.9
"Ligustrum vulgare","BJ, JS, SH, TW, YN, ZJ",6,25807.5,64.934,397.442018049096
"Ligustrum × vicaryi","BJ, GD, HB, JX, LN, SC, YN, ZJ",8,47331.5,168.7029,280.56127073097144
"Lilaeopsis brasiliensis","FJ",1,3972.5,12,331.0416666666667
"Lilium auratum","TW",1,2339,3.6,649.7222222222222
"Lilium bulbiferum","TW",1,2339,3.6,649.7222222222222
"Lilium candidum","FJ, TW, YN",3,10982.5,54.6,201.14468864468864
"Lilium elegans","YN",1,4671,39,119.76923076923077
"Lilium japonicum","TW, YN",2,7010,42.6,164.55399061032864
"Lilium longiflorum","BJ, FJ, GD, GX, HL, JS, JX, LN, SC, SH, TW, YN",12,60857,235.9369,257.93760958968267
"Lilium maculatum","GD, TW",2,14090.5,21.6029,652.25039230844
"Lilium parvum","TW",1,2339,3.6,649.7222222222222
"Lilium philippinense","TW",1,2339,3.6,649.7222222222222
"Lilium pyrenaicum","JS",1,8250,10,825
"Lilium superbum","TW",1,2339,3.6,649.7222222222222
"Lilium wallichianum","TW",1,2339,3.6,649.7222222222222
"Limnanthes douglasii","TW",1,2339,3.6,649.7222222222222
"Limnocharis flava","BJ, FJ, GD, HB, TW, YN",6,30593,93.3029,327.88905811073397
"Limonium bonducellii","FJ",1,3972.5,12,331.0416666666667
"Limonium caspium","TW",1,2339,3.6,649.7222222222222
"Limonium peregrinum","FJ",1,3972.5,12,331.0416666666667
"Limonium perezii","TW",1,2339,3.6,649.7222222222222
"Limonium platyphyllum","BJ, HL, TW",3,7922,51.3,154.42495126705654
"Limonium sinuatum","BJ, FJ, GD, JX, SH, TW, XJ, YN, ZJ",9,40185.5,267.9369,149.98120826209455
"Linanthus androsaceus","TW",1,2339,3.6,649.7222222222222
"Linanthus grandiflorus","TW",1,2339,3.6,649.7222222222222
"Linaria alpina","BJ",1,2106.5,1.7,1239.1176470588236
"Linaria dalmatica","JS",1,8250,10,825
"Linaria incarnata","FJ, JX, ZJ",3,14488,39,371.4871794871795
"Linaria maroccana","BJ, JS, TW, YN, ZJ",5,23385.5,64.3,363.6936236391913
"Linaria purpurea","SH",1,2422,0.634,3820.1892744479496
"Linaria supina","BJ",1,2106.5,1.7,1239.1176470588236
"Linaria triphylla","JS",1,8250,10,825
"Lindenbergia indica","YN",1,4671,39,119.76923076923077
"Lindera benzoin","BJ, JS, TW",3,12695.5,15.3,829.7712418300653
"Lindera pilosa","YN",1,4671,39,119.76923076923077
"Lindernia crassifolia","YN",1,4671,39,119.76923076923077
"Lindheimera texana","JS",1,8250,10,825
"Linospadix monostachyos","FJ, GD",2,15724,30.0029,524.0826720083725
"Linum africanum","JS",1,8250,10,825
"Linum extraaxillare","JS",1,8250,10,825
"Linum flavum","BJ, JS, TW",3,12695.5,15.3,829.7712418300653
"Linum grandiflorum","BJ, FJ, JS, TW",4,16668,27.3,610.5494505494505
"Linum lewisii","BJ, TW",2,4445.5,5.3,838.7735849056604
"Linum narbonense","JS",1,8250,10,825
"Linum usitatissimum","BJ, GS, GX, GZ, HE, HL, HN, JL, JS, LN, NM, NX, QH, SN, SX, TW, XJ, XZ, YN, ZJ",20,72592,791.9,91.66813991665614
"Liparis coelogynoides","BJ",1,2106.5,1.7,1239.1176470588236
"Liparis nutans","BJ",1,2106.5,1.7,1239.1176470588236
"Liparis plantaginea","BJ, YN",2,6777.5,40.7,166.52334152334151
"Liparis reflexa","BJ",1,2106.5,1.7,1239.1176470588236
"Liquidambar orientalis","FJ, JS, ZJ",3,18241.5,32,570.046875
"Liquidambar styraciflua","BJ, FJ, GD, HB, JS, SH, TW, YN, ZJ",9,47284,113.9369,415.0016368709347
"Liriodendron tulipifera","BJ, FJ, GD, GX, HB, HE, JS, JX, LN, SC, SH, TW, XJ, YN, ZJ",15,78907.5,403.9369,195.3461048000319
"Lithocarpus edulis","TW",1,2339,3.6,649.7222222222222
"Lithocarpus korthalsii","BJ, ZJ",2,8125.5,11.7,694.4871794871796
"Lithops aucampiae","BJ, FJ, GD, JX, SH, TW",6,27088,52.9369,511.7035564983971
"Lithops bella","FJ, GD, JX",3,20220.5,47.0029,430.19686019373273
"Lithops bromfieldii","BJ, FJ, SH, TW",4,10840,17.934,604.4384967101595
"Lithops coleorum","BJ",1,2106.5,1.7,1239.1176470588236
"Lithops comptonii","BJ",1,2106.5,1.7,1239.1176470588236
"Lithops dinteri","BJ, SH",2,4528.5,2.334,1940.2313624678663
"Lithops divergens","BJ",1,2106.5,1.7,1239.1176470588236
"Lithops dorotheae","BJ, FJ, SH, TW",4,10840,17.934,604.4384967101595
"Lithops francisci","BJ",1,2106.5,1.7,1239.1176470588236
"Lithops fulviceps","BJ, FJ, SH, TW",4,10840,17.934,604.4384967101595
"Lithops gesinae","BJ",1,2106.5,1.7,1239.1176470588236
"Lithops geyeri","BJ, SH",2,4528.5,2.334,1940.2313624678663
"Lithops gracilidelineata","BJ, SH",2,4528.5,2.334,1940.2313624678663
"Lithops hallii","BJ, SH, TW",3,6867.5,5.934,1157.313784967981
"Lithops helmutii","BJ, FJ",2,6079,13.7,443.7226277372263
"Lithops herrei","BJ, SH",2,4528.5,2.334,1940.2313624678663
"Lithops hookeri","BJ, FJ, SH, TW",4,10840,17.934,604.4384967101595
"Lithops julii","BJ, FJ, SH, TW, YN",5,15511,56.934,272.43826184705097
"Lithops karasmontana","BJ, FJ, GD, JX, SH, YN",6,29420,88.3369,333.0431563706673
"Lithops lesliei","BJ, FJ, GD, JX, SH, TW",6,27088,52.9369,511.7035564983971
"Lithops marmorata","BJ, SH",2,4528.5,2.334,1940.2313624678663
"Lithops meyeri","BJ",1,2106.5,1.7,1239.1176470588236
"Lithops naureeniae","BJ, TW",2,4445.5,5.3,838.7735849056604
"Lithops olivacea","BJ, SH",2,4528.5,2.334,1940.2313624678663
"Lithops optica","BJ, FJ, GD, JX, TW",5,24666,52.3029,471.59908915184434
"Lithops otzeniana","BJ, FJ, SH, TW",4,10840,17.934,604.4384967101595
"Lithops pseudotruncatella","BJ, FJ, GX, SH, TW",5,15677,41.934,373.84938236276054
"Lithops ruschiorum","BJ, TW",2,4445.5,5.3,838.7735849056604
"Lithops salicola","BJ, FJ, GD, JX, SH, TW, YN",7,31759,91.9369,345.4434508885986
"Lithops schwantesii","BJ, SH",2,4528.5,2.334,1940.2313624678663
"Lithops steineckeana","BJ",1,2106.5,1.7,1239.1176470588236
"Lithops terricolor","BJ, SH, TW",3,6867.5,5.934,1157.313784967981
"Lithops triebneri","FJ",1,3972.5,12,331.0416666666667
"Lithops turbiniformis","GD, JX, SH",3,18670,35.6369,523.8951760675031
"Lithops vallis-mariae","BJ",1,2106.5,1.7,1239.1176470588236
"Lithops verruculosa","BJ, SH, TW",3,6867.5,5.934,1157.313784967981
"Lithops villetii","BJ, SH, YN",3,9199.5,41.334,222.5649586296995
"Lithops viridis","FJ",1,3972.5,12,331.0416666666667
"Lithops werneri","BJ, FJ, SH, TW",4,10840,17.934,604.4384967101595
"Lithrea caustica var. pilosa","TW",1,2339,3.6,649.7222222222222
"Livistona australis","BJ, FJ, GD, JX, TW, YN",6,29337,91.3029,321.3150951393658
"Livistona benthamii","FJ, GD, TW, YN",4,22734,72.6029,313.1279880004793
"Livistona carinensis","TW",1,2339,3.6,649.7222222222222
"Livistona decora","BJ, FJ, GD, JX, TW, YN",6,29337,91.3029,321.3150951393658
"Livistona humilis","FJ, TW",2,6311.5,15.6,404.5833333333333
"Livistona lorophylla","YN",1,4671,39,119.76923076923077
"Livistona mariae","GD, YN",2,16422.5,57.0029,288.0993774000972
"Livistona muelleri","FJ, GD, TW, YN",4,22734,72.6029,313.1279880004793
"Livistona nitida","YN",1,4671,39,119.76923076923077
"Livistona rigida","FJ",1,3972.5,12,331.0416666666667
"Livistona saribus","BJ, FJ, GD, GX, HI, JX, SC, TW, YN",9,43342.5,167.7029,258.44812462992587
"Livistona tahanensis","GD, JX",2,16248,35.0029,464.1901099623175
"Lobelia cardinalis","BJ, FJ, HL, SH",4,11977.5,60.334,198.51990585739384
"Lobelia erinus","BJ, FJ, GD, GX, GZ, HB, JS, JX, SC, TW, YN, ZJ",12,66107,221.3029,298.7172784450633
"Lobelia inflata","FJ, JS",2,12222.5,22,555.5681818181819
"Lobelia siphilitica","JS, JX, YN",3,17417.5,66,263.9015151515151
"Lobelia tenuior","JS",1,8250,10,825
"Lobelia urens","JS",1,8250,10,825
"Lobelia × speciosa","BJ, TW",2,4445.5,5.3,838.7735849056604
"Lobivia bruchii","FJ, GD, JX, SH, TW",5,24981.5,51.2369,487.5685297119849
"Lobivia einsteinii","TW",1,2339,3.6,649.7222222222222
"Lobivia nigricans","TW",1,2339,3.6,649.7222222222222
"Lobivia pygmaea","BJ, FJ, GD, JX, SH, TW",6,27088,52.9369,511.7035564983971
"Lobularia maritima","BJ, FJ, JS, SH, TW, XJ, YN, ZJ",8,32187.5,242.934,132.4948339878321
"Lockhartia amoena","BJ",1,2106.5,1.7,1239.1176470588236
"Lockhartia hercodonta","BJ, TW",2,4445.5,5.3,838.7735849056604
"Lockhartia imbricata","BJ, TW",2,4445.5,5.3,838.7735849056604
"Lodoicea maldivica","BJ, TW",2,4445.5,5.3,838.7735849056604
"Loeseneriella obtusifolia","GD, JX",2,16248,35.0029,464.1901099623175
"Lolium multiflorum","BJ, GD, HL, JS, JX, SC, SD, SH, SN, TW, XJ, YN, ZJ",13,69932,397.9369,175.73640444000043
"Lolium perenne","BJ, FJ, GD, GS, GX, GZ, HB, HL, JS, JX, NM, SC, SD, SH, TJ, TW, XJ, YN, ZJ",19,90655,612.1369,148.09595696648904
"Lolium remotum","JS",1,8250,10,825
"Lolium rigidum","JS, TW",2,10589,13.6,778.6029411764706
"Lolium temulentum","AH, GZ, JS, JX, QH, SC, YN",7,35948,219,164.1461187214612
"Lomandra longifolia","GD, TW, YN",3,18761.5,60.6029,309.58089464365565
"Lomatia silaifolia","TW",1,2339,3.6,649.7222222222222
"Lomelosia caucasica","BJ, JS, TW",3,12695.5,15.3,829.7712418300653
"Lonicera brownii","BJ, SH, TW",3,6867.5,5.934,1157.313784967981
"Lonicera canadensis","BJ, JS",2,10356.5,11.7,885.1709401709402
"Lonicera caprifolium","SH",1,2422,0.634,3820.1892744479496
"Lonicera ciliosa","BJ",1,2106.5,1.7,1239.1176470588236
"Lonicera demissa","BJ",1,2106.5,1.7,1239.1176470588236
"Lonicera dioica","BJ, JS, ZJ",3,16375.5,21.7,754.63133640553
"Lonicera dioica var. glaucescens","GD",1,11751.5,18.0029,652.7559448755478
"Lonicera etrusca","BJ, ZJ",2,8125.5,11.7,694.4871794871796
"Lonicera flava","JS",1,8250,10,825
"Lonicera floribunda","BJ",1,2106.5,1.7,1239.1176470588236
"Lonicera iberica","JS",1,8250,10,825
"Lonicera implexa","BJ",1,2106.5,1.7,1239.1176470588236
"Lonicera involucrata","BJ, ZJ",2,8125.5,11.7,694.4871794871796
"Lonicera involucrata var. ledebourii","TW",1,2339,3.6,649.7222222222222
"Lonicera korolkowii","BJ, HL, JS, LN, SC, SH",6,28789.5,122.334,235.33522978076414
"Lonicera nummulariifolia","BJ",1,2106.5,1.7,1239.1176470588236
"Lonicera periclymenum","BJ, JX, SH, TW, ZJ",5,17383,32.934,527.8132021618997
"Lonicera pyrenaica","BJ",1,2106.5,1.7,1239.1176470588236
"Lonicera ramosissima","BJ, JS, ZJ",3,16375.5,21.7,754.63133640553
"Lonicera sempervirens","BJ, FJ, GD, HE, LN, TW, XJ, YN",8,38913,274.3029,141.8614239951528
"Lonicera xylosteum","BJ, SH, TW, ZJ",4,12886.5,15.934,808.7423120371533
"Lonicera × bella","BJ, JS, LN, ZJ",4,20692.5,36.7,563.8283378746594
"Lonicera × heckrottii","BJ, FJ, JS, LN, SH, TW, ZJ",7,29426,52.934,555.8997997506328
"Lonicera × tellmanniana","BJ, HL, LN, SH, TW",5,14661,66.934,219.0366629814444
"Lophocereus schottii","BJ, FJ, GD, HB, JX, SH, TW",7,32840.5,71.9369,456.51814298364263
"Lophomyrtus × ralphii","SH",1,2422,0.634,3820.1892744479496
"Lophophora diffusa","BJ, FJ, GD, HB, JS, JX, TW",7,38668.5,81.3029,475.61034108254444
"Lophophora williamsii","BJ, FJ, GD, HB, JX, SH, TW",7,32840.5,71.9369,456.51814298364263
"Lophospermum erubescens","GD, JS, TW",3,22340.5,31.6029,706.9129731765122
"Lophostemon confertus","FJ, GD, GX, HI, TW, ZJ",6,29870,71.0029,420.68704236024166
"Lotus maculatus","TW",1,2339,3.6,649.7222222222222
"Lotus tetragonolobus","TW",1,2339,3.6,649.7222222222222
"Loxogramme subecostata","TW",1,2339,3.6,649.7222222222222
"Ludwigia arcuata","HB",1,5752.5,19,302.7631578947368
"Ludwigia decurrens","ZJ",1,6019,10,601.9
"Ludwigia glandulosa","GD, JS",2,20001.5,28.0029,714.2653082359327
"Ludwigia grandiflora","BJ, TW",2,4445.5,5.3,838.7735849056604
"Ludwigia palustris","BJ",1,2106.5,1.7,1239.1176470588236
"Ludwigia peploides","BJ, GD, HB",3,19610.5,38.7029,506.6932968847296
"Ludwigia sedioides","BJ",1,2106.5,1.7,1239.1176470588236
"Luehea divaricata","GD",1,11751.5,18.0029,652.7559448755478
"Luetkea pectinata","JS",1,8250,10,825
"Luffa acutangula","AH, BJ, FJ, GD, GX, GZ, HB, HE, HI, JS, JX, SC, SD, SH, TW, YN, ZJ",17,92781.5,274.3369,338.20277184731617
"Luffa cylindrica","AH, BJ, CQ, FJ, GD, GS, GX, GZ, HA, HB, HE, HI, HL, HN, JS, JX, SC, SD, SH, SN, SX, TW, XJ, YN, ZJ",25,127968.5,612.5369,208.91557716767758
"Luisia thailandica","SH, TW",2,4761,4.234,1124.4685876239962
"Luisia tristis","GD, GX, TW",3,18927.5,45.6029,415.0503586394725
"Luma apiculata","TW",1,2339,3.6,649.7222222222222
"Lunaria annua","FJ, JS, TW",3,14561.5,25.6,568.80859375
"Lupinus affinis","JS",1,8250,10,825
"Lupinus albifrons var. douglasii","JS",1,8250,10,825
"Lupinus albus","BJ, JS",2,10356.5,11.7,885.1709401709402
"Lupinus ananeanus","BJ, FJ, JS",3,14329,23.7,604.5991561181435
"Lupinus angustifolius","BJ, JS, TW",3,12695.5,15.3,829.7712418300653
"Lupinus arboreus","BJ, TW",2,4445.5,5.3,838.7735849056604
"Lupinus barkeri","JS",1,8250,10,825
"Lupinus cosentinii","JS",1,8250,10,825
"Lupinus densiflorus","JS, TW",2,10589,13.6,778.6029411764706
"Lupinus elegans","JS, TW",2,10589,13.6,778.6029411764706
"Lupinus gibertianus","JS",1,8250,10,825
"Lupinus hartwegii","TW",1,2339,3.6,649.7222222222222
"Lupinus littoralis","JS",1,8250,10,825
