"variable","levels","Africa","Antarctic","Asia_Temperate","Asia_Tropical","Australasia","Europe","Northern_America","Pacific","Southern_America"
"Height_max_max",NA,2.29872634643377,NA,6.89203237410072,4.92025316455696,8.49258389261745,2.72012773722628,5.53884253450439,8.75357142857143,3.00583036350677
"bg_num",NA,1.88790322580645,NA,2.08523908523909,1.94237782640408,1.51417525773196,1.61381074168798,2.01125795398923,2.0253164556962,1.98747063429914
"hab_suit_mean",NA,0.14005,NA,0.199105769230769,0.143987804878049,0.125342281879195,0.139003773584906,0.189404436860068,0.182857142857143,0.144146308724832
"new_sum.L3.code",NA,3.55483870967742,NA,2.33056133056133,3.35156819839533,1.96005154639175,6.21739130434783,9.33039647577093,1.25316455696203,3.37000783085356
"prov_num",NA,2.19717741935484,NA,2.60706860706861,2.18453683442743,1.83247422680412,2.1227621483376,2.56289769946158,2.11392405063291,2.45497259201253
"residence_time_to_2020",NA,54.2238805970149,NA,81.7440476190476,60.0169491525424,58.2037037037037,70.1875,65.1451104100946,49.625,51.7752808988764
